term,valence,source
revision,0.0,sentibignomics_x0.1
revitalize,0.045,sentibignomics_x0.1
revitalized,0.06,sentibignomics_x0.1
revive,0.04,sentibignomics_x0.1
revocability,-0.015,sentibignomics_x0.1
revocation,-0.045,sentibignomics_x0.1
revoke,-0.03,sentibignomics_x0.1
revolt,-0.035,sentibignomics_x0.1
revolution,0.04,sentibignomics_x0.1
revolutionize,0.08,sentibignomics_x0.1
revolving,0.035,sentibignomics_x0.1
rewire,0.005,sentibignomics_x0.1
rhythmic,0.045,sentibignomics_x0.1
rich,0.055,sentibignomics_x0.1
rickety,-0.03,sentibignomics_x0.1
rid,-0.02,sentibignomics_x0.1
riddle,-0.025,sentibignomics_x0.1
ride,0.005,sentibignomics_x0.1
ridicule,-0.045,sentibignomics_x0.1
ridiculous,-0.055,sentibignomics_x0.1
rife,-0.03,sentibignomics_x0.1
rifle,-0.025,sentibignomics_x0.1
right,0.075,sentibignomics_x0.1
righteous,0.075,sentibignomics_x0.1
rightful,0.03,sentibignomics_x0.1
rigid,-0.035,sentibignomics_x0.1
rigor,-0.025,sentibignomics_x0.1
rigorous,0.045,sentibignomics_x0.1
rile,-0.035,sentibignomics_x0.1
ringfence,0.025,sentibignomics_x0.1
riot,-0.05,sentibignomics_x0.1
rioting,-0.055,sentibignomics_x0.1
rip,-0.04,sentibignomics_x0.1
ripe,0.035,sentibignomics_x0.1
ripen,0.045,sentibignomics_x0.1
ripple,-0.005,sentibignomics_x0.1
riskines,-0.055,sentibignomics_x0.1
riskiness,-0.05,sentibignomics_x0.1
rival,-0.03,sentibignomics_x0.1
rivalry,-0.03,sentibignomics_x0.1
rive,-0.02,sentibignomics_x0.1
rivet,0.01,sentibignomics_x0.1
road,0.0,sentibignomics_x0.1
roar,0.05,sentibignomics_x0.1
roaring,0.03,sentibignomics_x0.1
rob,-0.05,sentibignomics_x0.1
robbery,-0.06,sentibignomics_x0.1
robust,0.06,sentibignomics_x0.1
rocket,0.06,sentibignomics_x0.1
rocky,-0.03,sentibignomics_x0.1
rod,0.0,sentibignomics_x0.1
role,0.0,sentibignomics_x0.1
roll,0.0,sentibignomics_x0.1
rollback,0.0,sentibignomics_x0.1
rollercoaster,-0.03,sentibignomics_x0.1
rollout,0.025,sentibignomics_x0.1
rollover,0.025,sentibignomics_x0.1
romance,0.04,sentibignomics_x0.1
romantic,0.04,sentibignomics_x0.1
room,0.015,sentibignomics_x0.1
roomy,0.03,sentibignomics_x0.1
roost,-0.045,sentibignomics_x0.1
rosy,0.04,sentibignomics_x0.1
rot,-0.07,sentibignomics_x0.1
rotten,-0.065,sentibignomics_x0.1
roughly,-0.01,sentibignomics_x0.1
round,0.0,sentibignomics_x0.1
rouse,0.01,sentibignomics_x0.1
rousing,0.025,sentibignomics_x0.1
route,0.0,sentibignomics_x0.1
routine,0.025,sentibignomics_x0.1
row,0.0,sentibignomics_x0.1
rubbish,-0.05,sentibignomics_x0.1
rubble,-0.025,sentibignomics_x0.1
rudderless,-0.03,sentibignomics_x0.1
rude,-0.04,sentibignomics_x0.1
rudimentary,-0.04,sentibignomics_x0.1
ruffle,-0.025,sentibignomics_x0.1
rugged,-0.035,sentibignomics_x0.1
ruin,-0.07,sentibignomics_x0.1
rule,0.0,sentibignomics_x0.1
rumor,-0.02,sentibignomics_x0.1
run,0.0,sentibignomics_x0.1
runaway,-0.03,sentibignomics_x0.1
rundown,-0.045,sentibignomics_x0.1
runup,0.02,sentibignomics_x0.1
runway,0.01,sentibignomics_x0.1
rupture,-0.05,sentibignomics_x0.1
rush,0.0,sentibignomics_x0.1
rust,-0.04,sentibignomics_x0.1
rusted,-0.05,sentibignomics_x0.1
ruthless,-0.065,sentibignomics_x0.1
sabotage,-0.07,sentibignomics_x0.1
sack,-0.035,sentibignomics_x0.1
sacking,-0.065,sentibignomics_x0.1
sacred,0.03,sentibignomics_x0.1
sacrifice,-0.03,sentibignomics_x0.1
sacrificial,-0.055,sentibignomics_x0.1
sad,-0.07,sentibignomics_x0.1
saddle,0.0,sentibignomics_x0.1
sadness,-0.045,sentibignomics_x0.1
safe,0.055,sentibignomics_x0.1
safeguard,0.045,sentibignomics_x0.1
safety,0.06,sentibignomics_x0.1
sag,-0.05,sentibignomics_x0.1
sake,0.02,sentibignomics_x0.1
salable,0.06,sentibignomics_x0.1
salary,0.025,sentibignomics_x0.1
sale,0.015,sentibignomics_x0.1
sales,0.03,sentibignomics_x0.1
salesforce,-0.01,sentibignomics_x0.1
salute,0.035,sentibignomics_x0.1
salvage,-0.03,sentibignomics_x0.1
salvation,0.05,sentibignomics_x0.1
same,0.0,sentibignomics_x0.1
sanction,-0.03,sentibignomics_x0.1
sane,0.03,sentibignomics_x0.1
sanguine,-0.025,sentibignomics_x0.1
sap,-0.02,sentibignomics_x0.1
sate,0.01,sentibignomics_x0.1
satisfaction,0.065,sentibignomics_x0.1
satisfactorily,0.06,sentibignomics_x0.1
satisfactory,0.045,sentibignomics_x0.1
satisfy,0.05,sentibignomics_x0.1
saturate,-0.04,sentibignomics_x0.1
saturated,-0.035,sentibignomics_x0.1
saturation,-0.045,sentibignomics_x0.1
savage,-0.045,sentibignomics_x0.1
save,0.06,sentibignomics_x0.1
savior,0.05,sentibignomics_x0.1
savvy,0.02,sentibignomics_x0.1
say,0.0,sentibignomics_x0.1
scale,0.0,sentibignomics_x0.1
scam,-0.055,sentibignomics_x0.1
scandal,-0.05,sentibignomics_x0.1
scandalous,-0.055,sentibignomics_x0.1
scant,-0.03,sentibignomics_x0.1
scapegoat,-0.05,sentibignomics_x0.1
scarce,-0.06,sentibignomics_x0.1
scarcity,-0.055,sentibignomics_x0.1
scare,-0.05,sentibignomics_x0.1
scared,-0.05,sentibignomics_x0.1
scary,-0.05,sentibignomics_x0.1
scathing,-0.045,sentibignomics_x0.1
scent,0.02,sentibignomics_x0.1
scheduled,0.0,sentibignomics_x0.1
schizophrenic,-0.055,sentibignomics_x0.1
scholarship,0.03,sentibignomics_x0.1
school,0.0,sentibignomics_x0.1
sclerotic,-0.035,sentibignomics_x0.1
scold,-0.05,sentibignomics_x0.1
scoop,0.025,sentibignomics_x0.1
scope,0.02,sentibignomics_x0.1
scorch,-0.025,sentibignomics_x0.1
score,0.04,sentibignomics_x0.1
scoring,0.055,sentibignomics_x0.1
scorn,-0.035,sentibignomics_x0.1
scourge,-0.05,sentibignomics_x0.1
scramble,-0.035,sentibignomics_x0.1
scrap,-0.04,sentibignomics_x0.1
scrape,-0.02,sentibignomics_x0.1
scrapping,-0.035,sentibignomics_x0.1
scrappy,-0.04,sentibignomics_x0.1
scratch,0.01,sentibignomics_x0.1
scream,-0.025,sentibignomics_x0.1
screech,-0.03,sentibignomics_x0.1
screw,-0.015,sentibignomics_x0.1
scribble,-0.04,sentibignomics_x0.1
scrimp,-0.03,sentibignomics_x0.1
scrounge,-0.005,sentibignomics_x0.1
scrub,0.0,sentibignomics_x0.1
scruffy,-0.035,sentibignomics_x0.1
scrupulous,0.045,sentibignomics_x0.1
scrutinize,-0.03,sentibignomics_x0.1
scrutiny,-0.03,sentibignomics_x0.1
scupper,-0.01,sentibignomics_x0.1
scurry,-0.025,sentibignomics_x0.1
scuttle,0.0,sentibignomics_x0.1
seam,0.0,sentibignomics_x0.1
searing,-0.015,sentibignomics_x0.1
season,0.0,sentibignomics_x0.1
seasoned,0.055,sentibignomics_x0.1
seating,0.005,sentibignomics_x0.1
secondary,0.0,sentibignomics_x0.1
secrecy,-0.01,sentibignomics_x0.1
secretive,-0.05,sentibignomics_x0.1
sector,0.0,sentibignomics_x0.1
secure,0.075,sentibignomics_x0.1
securitised,0.045,sentibignomics_x0.1
securitization,0.02,sentibignomics_x0.1
securitize,0.035,sentibignomics_x0.1
sedate,-0.03,sentibignomics_x0.1
seductive,0.03,sentibignomics_x0.1
see,0.0,sentibignomics_x0.1
seedy,-0.035,sentibignomics_x0.1
seem,0.0,sentibignomics_x0.1
seeming,0.0,sentibignomics_x0.1
seesaw,-0.04,sentibignomics_x0.1
seethe,-0.035,sentibignomics_x0.1
segmented,0.0,sentibignomics_x0.1
segregate,-0.03,sentibignomics_x0.1
segregated,-0.07,sentibignomics_x0.1
seismic,0.055,sentibignomics_x0.1
seize,-0.03,sentibignomics_x0.1
seldom,0.0,sentibignomics_x0.1
seldomly,-0.005,sentibignomics_x0.1
selfish,-0.045,sentibignomics_x0.1
sell,0.015,sentibignomics_x0.1
sellout,-0.025,sentibignomics_x0.1
send,0.0,sentibignomics_x0.1
sensation,0.025,sentibignomics_x0.1
sensational,0.07,sentibignomics_x0.1
sensibility,0.05,sentibignomics_x0.1
sensible,0.045,sentibignomics_x0.1
sensitive,-0.005,sentibignomics_x0.1
sensitivity,0.015,sentibignomics_x0.1
sentence,0.0,sentibignomics_x0.1
sentiment,0.01,sentibignomics_x0.1
sentimental,0.01,sentibignomics_x0.1
separate,-0.01,sentibignomics_x0.1
sequestrator,-0.005,sentibignomics_x0.1
series,0.0,sentibignomics_x0.1
serious,-0.005,sentibignomics_x0.1
seriously,0.0,sentibignomics_x0.1
seriousness,0.0,sentibignomics_x0.1
servant,-0.035,sentibignomics_x0.1
serve,0.0,sentibignomics_x0.1
service,0.015,sentibignomics_x0.1
serviceable,0.045,sentibignomics_x0.1
set,0.0,sentibignomics_x0.1
setback,-0.045,sentibignomics_x0.1
settle,0.035,sentibignomics_x0.1
settlement,0.0,sentibignomics_x0.1
sever,-0.045,sentibignomics_x0.1
severable,-0.035,sentibignomics_x0.1
several,0.0,sentibignomics_x0.1
severally,0.0,sentibignomics_x0.1
severance,-0.04,sentibignomics_x0.1
severe,-0.085,sentibignomics_x0.1
severely,-0.055,sentibignomics_x0.1
severity,-0.065,sentibignomics_x0.1
shade,0.0,sentibignomics_x0.1
shadow,-0.015,sentibignomics_x0.1
shadowy,-0.04,sentibignomics_x0.1
shady,-0.05,sentibignomics_x0.1
shake,-0.03,sentibignomics_x0.1
shakeout,-0.025,sentibignomics_x0.1
shakeup,-0.04,sentibignomics_x0.1
shaky,-0.055,sentibignomics_x0.1
shall,0.0,sentibignomics_x0.1
shallow,-0.04,sentibignomics_x0.1
sham,-0.08,sentibignomics_x0.1
shamble,-0.045,sentibignomics_x0.1
shambolic,-0.05,sentibignomics_x0.1
shame,-0.045,sentibignomics_x0.1
shameful,-0.08,sentibignomics_x0.1
shameless,-0.04,sentibignomics_x0.1
shape,0.0,sentibignomics_x0.1
share,0.01,sentibignomics_x0.1
sharp,-0.035,sentibignomics_x0.1
sharpen,0.03,sentibignomics_x0.1
sharply,0.01,sentibignomics_x0.1
shatter,-0.07,sentibignomics_x0.1
shave,0.0,sentibignomics_x0.1
shed,-0.04,sentibignomics_x0.1
sheer,-0.005,sentibignomics_x0.1
shell,0.0,sentibignomics_x0.1
shelter,0.05,sentibignomics_x0.1
sheltered,0.035,sentibignomics_x0.1
shelve,-0.005,sentibignomics_x0.1
shield,0.035,sentibignomics_x0.1
shift,0.025,sentibignomics_x0.1
shimmer,0.07,sentibignomics_x0.1
shine,0.04,sentibignomics_x0.1
shingled,0.0,sentibignomics_x0.1
shiny,0.045,sentibignomics_x0.1
shipwreck,-0.08,sentibignomics_x0.1
shirk,-0.075,sentibignomics_x0.1
shiver,-0.03,sentibignomics_x0.1
shock,-0.045,sentibignomics_x0.1
shocking,-0.03,sentibignomics_x0.1
shoddy,-0.05,sentibignomics_x0.1
shoot,0.05,sentibignomics_x0.1
shooting,-0.09,sentibignomics_x0.1
shorn,-0.02,sentibignomics_x0.1
short,-0.02,sentibignomics_x0.1
shortage,-0.05,sentibignomics_x0.1
shortcoming,-0.04,sentibignomics_x0.1
shorten,-0.01,sentibignomics_x0.1
shortfall,-0.05,sentibignomics_x0.1
shortsighted,-0.05,sentibignomics_x0.1
shot,-0.035,sentibignomics_x0.1
shove,-0.035,sentibignomics_x0.1
show,0.0,sentibignomics_x0.1
showdown,-0.01,sentibignomics_x0.1
shower,-0.01,sentibignomics_x0.1
shred,-0.01,sentibignomics_x0.1
shredder,-0.07,sentibignomics_x0.1
shrewd,-0.05,sentibignomics_x0.1
shrift,0.0,sentibignomics_x0.1
shrill,-0.01,sentibignomics_x0.1
shrine,0.04,sentibignomics_x0.1
shrinkage,-0.045,sentibignomics_x0.1
shrivel,-0.035,sentibignomics_x0.1
shroud,-0.03,sentibignomics_x0.1
shrug,-0.02,sentibignomics_x0.1
shrunken,-0.05,sentibignomics_x0.1
shudder,-0.04,sentibignomics_x0.1
shuffle,0.005,sentibignomics_x0.1
shun,-0.05,sentibignomics_x0.1
shut,-0.02,sentibignomics_x0.1
shutdown,-0.055,sentibignomics_x0.1
shuttered,-0.04,sentibignomics_x0.1
shy,-0.025,sentibignomics_x0.1
sick,-0.055,sentibignomics_x0.1
sicken,-0.05,sentibignomics_x0.1
sickening,-0.05,sentibignomics_x0.1
sickly,-0.05,sentibignomics_x0.1
sickness,-0.04,sentibignomics_x0.1
sidestep,-0.015,sentibignomics_x0.1
siege,-0.055,sentibignomics_x0.1
sift,0.0,sentibignomics_x0.1
sigh,0.0,sentibignomics_x0.1
sighted,0.01,sentibignomics_x0.1
sign,0.0,sentibignomics_x0.1
signal,0.02,sentibignomics_x0.1
significance,0.045,sentibignomics_x0.1
significant,0.055,sentibignomics_x0.1
silence,0.0,sentibignomics_x0.1
silent,-0.005,sentibignomics_x0.1
silly,-0.04,sentibignomics_x0.1
similar,0.0,sentibignomics_x0.1
simmer,-0.02,sentibignomics_x0.1
simple,0.015,sentibignomics_x0.1
simplicity,0.04,sentibignomics_x0.1
simplify,0.045,sentibignomics_x0.1
simplistic,0.015,sentibignomics_x0.1
simulate,0.02,sentibignomics_x0.1
simultaneous,0.03,sentibignomics_x0.1
sin,-0.08,sentibignomics_x0.1
sincere,0.075,sentibignomics_x0.1
sinecure,0.015,sentibignomics_x0.1
sinister,-0.055,sentibignomics_x0.1
sink,-0.055,sentibignomics_x0.1
sit,0.0,sentibignomics_x0.1
site,0.0,sentibignomics_x0.1
sizable,0.045,sentibignomics_x0.1
size,0.0,sentibignomics_x0.1
sizeable,0.01,sentibignomics_x0.1
sizzling,0.055,sentibignomics_x0.1
skeletal,-0.015,sentibignomics_x0.1
skeptic,-0.04,sentibignomics_x0.1
skeptical,-0.035,sentibignomics_x0.1
skepticism,-0.04,sentibignomics_x0.1
sketchy,-0.04,sentibignomics_x0.1
skew,0.0,sentibignomics_x0.1
skewed,-0.03,sentibignomics_x0.1
skid,-0.02,sentibignomics_x0.1
skill,0.035,sentibignomics_x0.1
skillful,0.075,sentibignomics_x0.1
skim,-0.03,sentibignomics_x0.1
skimp,-0.04,sentibignomics_x0.1
skimpy,-0.045,sentibignomics_x0.1
skinny,-0.025,sentibignomics_x0.1
skip,-0.005,sentibignomics_x0.1
skittish,-0.03,sentibignomics_x0.1
skyrocket,0.05,sentibignomics_x0.1
slack,-0.04,sentibignomics_x0.1
slacken,-0.025,sentibignomics_x0.1
slackened,-0.04,sentibignomics_x0.1
slam,-0.03,sentibignomics_x0.1
slander,-0.05,sentibignomics_x0.1
slanderous,-0.08,sentibignomics_x0.1
slant,-0.035,sentibignomics_x0.1
slap,-0.025,sentibignomics_x0.1
slash,-0.055,sentibignomics_x0.1
slaughter,-0.035,sentibignomics_x0.1
slave,-0.085,sentibignomics_x0.1
slay,-0.015,sentibignomics_x0.1
slaying,-0.03,sentibignomics_x0.1
sleazy,-0.06,sentibignomics_x0.1
sledgehammer,-0.01,sentibignomics_x0.1
sleek,0.035,sentibignomics_x0.1
sleepy,-0.015,sentibignomics_x0.1
slender,-0.045,sentibignomics_x0.1
slew,-0.025,sentibignomics_x0.1
slice,-0.01,sentibignomics_x0.1
slick,-0.05,sentibignomics_x0.1
slide,-0.03,sentibignomics_x0.1
slight,0.0,sentibignomics_x0.1
slim,-0.045,sentibignomics_x0.1
slip,-0.03,sentibignomics_x0.1
slippage,-0.03,sentibignomics_x0.1
slippery,-0.03,sentibignomics_x0.1
slipshod,-0.025,sentibignomics_x0.1
slither,-0.015,sentibignomics_x0.1
slog,-0.02,sentibignomics_x0.1
slop,-0.06,sentibignomics_x0.1
slope,-0.02,sentibignomics_x0.1
sloppy,-0.06,sentibignomics_x0.1
slouch,-0.04,sentibignomics_x0.1
slough,-0.045,sentibignomics_x0.1
slow,-0.03,sentibignomics_x0.1
slowdown,-0.04,sentibignomics_x0.1
slowing,-0.05,sentibignomics_x0.1
slowly,-0.005,sentibignomics_x0.1
slowness,-0.035,sentibignomics_x0.1
slug,-0.055,sentibignomics_x0.1
sluggish,-0.04,sentibignomics_x0.1
sluggishly,-0.04,sentibignomics_x0.1
sluggishness,-0.035,sentibignomics_x0.1
slum,-0.045,sentibignomics_x0.1
slumber,-0.035,sentibignomics_x0.1
slung,-0.02,sentibignomics_x0.1
sly,-0.03,sentibignomics_x0.1
smack,-0.02,sentibignomics_x0.1
small,0.0,sentibignomics_x0.1
smallish,-0.015,sentibignomics_x0.1
smart,0.06,sentibignomics_x0.1
smarten,0.04,sentibignomics_x0.1
smash,-0.03,sentibignomics_x0.1
smear,-0.04,sentibignomics_x0.1
smell,-0.015,sentibignomics_x0.1
smile,0.07,sentibignomics_x0.1
smokescreen,-0.03,sentibignomics_x0.1
smolder,-0.025,sentibignomics_x0.1
smooth,0.05,sentibignomics_x0.1
smoothly,0.05,sentibignomics_x0.1
smuggling,-0.06,sentibignomics_x0.1
snaffle,-0.03,sentibignomics_x0.1
snag,-0.03,sentibignomics_x0.1
snap,-0.02,sentibignomics_x0.1
snappy,0.005,sentibignomics_x0.1
snare,-0.03,sentibignomics_x0.1
snarl,-0.03,sentibignomics_x0.1
snatch,0.0,sentibignomics_x0.1
sneak,-0.03,sentibignomics_x0.1
sneaky,-0.04,sentibignomics_x0.1
sneer,-0.04,sentibignomics_x0.1
sneeze,-0.005,sentibignomics_x0.1
sniff,-0.005,sentibignomics_x0.1
snip,-0.025,sentibignomics_x0.1
snub,-0.035,sentibignomics_x0.1
soak,0.0,sentibignomics_x0.1
soar,0.07,sentibignomics_x0.1
sober,0.075,sentibignomics_x0.1
sobering,0.025,sentibignomics_x0.1
sock,0.005,sentibignomics_x0.1
soft,-0.005,sentibignomics_x0.1
soften,-0.02,sentibignomics_x0.1
softness,-0.005,sentibignomics_x0.1
soggy,-0.05,sentibignomics_x0.1
solace,0.05,sentibignomics_x0.1
solemn,0.0,sentibignomics_x0.1
solicitation,-0.04,sentibignomics_x0.1
solidarity,0.05,sentibignomics_x0.1
solidify,0.04,sentibignomics_x0.1
solitary,-0.02,sentibignomics_x0.1
solution,0.04,sentibignomics_x0.1
solve,0.06,sentibignomics_x0.1
solvency,0.025,sentibignomics_x0.1
solvent,0.055,sentibignomics_x0.1
sometime,0.0,sentibignomics_x0.1
sometimes,0.0,sentibignomics_x0.1
somewhat,0.0,sentibignomics_x0.1
somewhere,0.0,sentibignomics_x0.1
soothe,0.065,sentibignomics_x0.1
soothing,0.04,sentibignomics_x0.1
sop,-0.015,sentibignomics_x0.1
sophistication,0.07,sentibignomics_x0.1
sordid,-0.045,sentibignomics_x0.1
sore,-0.04,sentibignomics_x0.1
sorrow,-0.05,sentibignomics_x0.1
soulless,-0.08,sentibignomics_x0.1
sound,0.015,sentibignomics_x0.1
sounding,0.025,sentibignomics_x0.1
soundness,0.03,sentibignomics_x0.1
sour,-0.055,sentibignomics_x0.1
source,0.0,sentibignomics_x0.1
soured,-0.045,sentibignomics_x0.1
sow,0.0,sentibignomics_x0.1
spam,-0.04,sentibignomics_x0.1
spanking,-0.03,sentibignomics_x0.1
spark,0.06,sentibignomics_x0.1
sparkling,0.06,sentibignomics_x0.1
sparse,-0.02,sentibignomics_x0.1
spat,-0.015,sentibignomics_x0.1
spate,-0.03,sentibignomics_x0.1
spawn,0.005,sentibignomics_x0.1
special,0.075,sentibignomics_x0.1
specialist,0.045,sentibignomics_x0.1
specialize,0.045,sentibignomics_x0.1
specie,0.01,sentibignomics_x0.1
specific,0.0,sentibignomics_x0.1
specify,0.015,sentibignomics_x0.1
spectacular,0.085,sentibignomics_x0.1
spectacularly,0.075,sentibignomics_x0.1
specter,-0.01,sentibignomics_x0.1
speculate,0.0,sentibignomics_x0.1
speculation,-0.01,sentibignomics_x0.1
speculative,-0.015,sentibignomics_x0.1
speculatively,-0.005,sentibignomics_x0.1
speed,0.05,sentibignomics_x0.1
speedy,0.045,sentibignomics_x0.1
spell,0.005,sentibignomics_x0.1
spend,0.0,sentibignomics_x0.1
spending,0.015,sentibignomics_x0.1
spew,-0.04,sentibignomics_x0.1
spicy,0.0,sentibignomics_x0.1
spike,0.0,sentibignomics_x0.1
spin,-0.04,sentibignomics_x0.1
spiral,-0.045,sentibignomics_x0.1
spiraling,-0.035,sentibignomics_x0.1
spirited,0.06,sentibignomics_x0.1
spit,-0.045,sentibignomics_x0.1
spite,-0.04,sentibignomics_x0.1
splash,0.0,sentibignomics_x0.1
splashy,-0.02,sentibignomics_x0.1
splendid,0.06,sentibignomics_x0.1
splicing,0.0,sentibignomics_x0.1
splinter,-0.055,sentibignomics_x0.1
split,-0.025,sentibignomics_x0.1
splurge,0.015,sentibignomics_x0.1
spoil,-0.05,sentibignomics_x0.1
sponsoring,0.065,sentibignomics_x0.1
spontaneous,0.055,sentibignomics_x0.1
spoof,-0.04,sentibignomics_x0.1
spook,-0.04,sentibignomics_x0.1
sporadic,-0.025,sentibignomics_x0.1
sporadically,-0.02,sentibignomics_x0.1
spotless,0.05,sentibignomics_x0.1
spotlight,0.07,sentibignomics_x0.1
sprawl,-0.03,sentibignomics_x0.1
spread,0.0,sentibignomics_x0.1
spree,0.025,sentibignomics_x0.1
sprightly,0.055,sentibignomics_x0.1
sprinkle,0.025,sentibignomics_x0.1
sprout,0.055,sentibignomics_x0.1
spur,0.0,sentibignomics_x0.1
spurious,-0.025,sentibignomics_x0.1
spurn,-0.04,sentibignomics_x0.1
spurt,0.035,sentibignomics_x0.1
sputter,-0.025,sentibignomics_x0.1
sputtering,-0.05,sentibignomics_x0.1
spy,-0.025,sentibignomics_x0.1
squabble,-0.03,sentibignomics_x0.1
squalid,-0.03,sentibignomics_x0.1
squander,-0.04,sentibignomics_x0.1
squash,-0.03,sentibignomics_x0.1
squeak,0.005,sentibignomics_x0.1
squeal,-0.055,sentibignomics_x0.1
squeeze,-0.02,sentibignomics_x0.1
squelch,-0.03,sentibignomics_x0.1
squirm,-0.025,sentibignomics_x0.1
stab,-0.05,sentibignomics_x0.1
stability,0.07,sentibignomics_x0.1
stabilization,0.045,sentibignomics_x0.1
stabilize,0.055,sentibignomics_x0.1
stable,0.065,sentibignomics_x0.1
stage,0.0,sentibignomics_x0.1
stagflation,-0.08,sentibignomics_x0.1
stagger,-0.055,sentibignomics_x0.1
staggered,-0.035,sentibignomics_x0.1
stagnant,-0.035,sentibignomics_x0.1
stagnate,-0.04,sentibignomics_x0.1
stagnation,-0.055,sentibignomics_x0.1
staid,0.0,sentibignomics_x0.1
stain,-0.04,sentibignomics_x0.1
stale,-0.025,sentibignomics_x0.1
stalemate,-0.025,sentibignomics_x0.1
stall,-0.025,sentibignomics_x0.1
stalwart,0.095,sentibignomics_x0.1
stamina,0.045,sentibignomics_x0.1
stampede,-0.055,sentibignomics_x0.1
stanch,-0.02,sentibignomics_x0.1
stand,0.0,sentibignomics_x0.1
standard,0.0,sentibignomics_x0.1
standby,0.0,sentibignomics_x0.1
standing,0.02,sentibignomics_x0.1
standoff,-0.02,sentibignomics_x0.1
standstill,-0.05,sentibignomics_x0.1
stardom,0.065,sentibignomics_x0.1
stare,-0.02,sentibignomics_x0.1
stark,0.0,sentibignomics_x0.1
startling,-0.03,sentibignomics_x0.1
starve,-0.075,sentibignomics_x0.1
stash,0.03,sentibignomics_x0.1
state,0.0,sentibignomics_x0.1
stately,0.055,sentibignomics_x0.1
statewide,0.0,sentibignomics_x0.1
static,-0.01,sentibignomics_x0.1
statute,0.0,sentibignomics_x0.1
statutorily,0.0,sentibignomics_x0.1
statutory,0.0,sentibignomics_x0.1
staunch,0.055,sentibignomics_x0.1
stay,0.0,sentibignomics_x0.1
stead,0.0,sentibignomics_x0.1
steadfast,0.05,sentibignomics_x0.1
steady,0.035,sentibignomics_x0.1
steal,-0.08,sentibignomics_x0.1
stealth,0.03,sentibignomics_x0.1
stealthy,0.04,sentibignomics_x0.1
steamy,-0.01,sentibignomics_x0.1
steep,-0.04,sentibignomics_x0.1
steer,0.025,sentibignomics_x0.1
stellar,0.06,sentibignomics_x0.1
stem,0.0,sentibignomics_x0.1
steppingstone,0.035,sentibignomics_x0.1
sterile,0.0,sentibignomics_x0.1
sterilize,0.03,sentibignomics_x0.1
sterling,0.01,sentibignomics_x0.1
stern,-0.045,sentibignomics_x0.1
stick,0.0,sentibignomics_x0.1
sticky,-0.015,sentibignomics_x0.1
stiff,-0.04,sentibignomics_x0.1
stiffen,-0.015,sentibignomics_x0.1
stifle,-0.035,sentibignomics_x0.1
stigma,-0.01,sentibignomics_x0.1
stigmatize,-0.05,sentibignomics_x0.1
still,0.0,sentibignomics_x0.1
stilt,0.01,sentibignomics_x0.1
stilted,-0.025,sentibignomics_x0.1
stimulant,0.04,sentibignomics_x0.1
stimulate,0.05,sentibignomics_x0.1
stimulating,0.07,sentibignomics_x0.1
stimulation,0.075,sentibignomics_x0.1
stimulative,0.025,sentibignomics_x0.1
stimulus,0.08,sentibignomics_x0.1
sting,-0.06,sentibignomics_x0.1
stinging,-0.03,sentibignomics_x0.1
stingy,-0.045,sentibignomics_x0.1
stink,-0.04,sentibignomics_x0.1
stipulate,0.0,sentibignomics_x0.1
stipulation,0.0,sentibignomics_x0.1
stir,0.035,sentibignomics_x0.1
stock,0.0,sentibignomics_x0.1
stockmarket,0.02,sentibignomics_x0.1
stockpile,0.02,sentibignomics_x0.1
stodgy,-0.045,sentibignomics_x0.1
stoic,0.0,sentibignomics_x0.1
stoke,0.025,sentibignomics_x0.1
stolid,0.04,sentibignomics_x0.1
stomp,-0.015,sentibignomics_x0.1
stonking,0.01,sentibignomics_x0.1
stoop,-0.035,sentibignomics_x0.1
stop,0.0,sentibignomics_x0.1
stopgap,-0.03,sentibignomics_x0.1
stoppage,-0.035,sentibignomics_x0.1
storm,-0.035,sentibignomics_x0.1
stormy,-0.045,sentibignomics_x0.1
story,0.0,sentibignomics_x0.1
stout,0.015,sentibignomics_x0.1
straddle,0.005,sentibignomics_x0.1
straight,0.02,sentibignomics_x0.1
straighten,0.035,sentibignomics_x0.1
straightforward,0.06,sentibignomics_x0.1
strain,-0.04,sentibignomics_x0.1
strait,-0.03,sentibignomics_x0.1
straitened,-0.03,sentibignomics_x0.1
straitjacket,-0.05,sentibignomics_x0.1
strange,-0.03,sentibignomics_x0.1
strangle,-0.075,sentibignomics_x0.1
stranglehold,-0.04,sentibignomics_x0.1
strap,-0.01,sentibignomics_x0.1
strategic,0.05,sentibignomics_x0.1
strategize,0.06,sentibignomics_x0.1
strategy,0.025,sentibignomics_x0.1
stratospheric,0.08,sentibignomics_x0.1
stray,-0.04,sentibignomics_x0.1
strenuous,-0.045,sentibignomics_x0.1
stress,-0.05,sentibignomics_x0.1
stressful,-0.05,sentibignomics_x0.1
stretch,0.01,sentibignomics_x0.1
strew,-0.01,sentibignomics_x0.1
stricken,-0.04,sentibignomics_x0.1
strict,-0.03,sentibignomics_x0.1
strictly,-0.01,sentibignomics_x0.1
stride,0.04,sentibignomics_x0.1
strident,-0.035,sentibignomics_x0.1
strife,-0.055,sentibignomics_x0.1
strike,-0.04,sentibignomics_x0.1
striker,-0.035,sentibignomics_x0.1
striking,-0.025,sentibignomics_x0.1
stringent,-0.01,sentibignomics_x0.1
strip,-0.035,sentibignomics_x0.1
stripe,0.0,sentibignomics_x0.1
